TransectGroup,SPECIES,Count.FF,Count.POV,Count.BM,Count.TC,Photo.ID,BSS.1,BSS.2,BSS.3,Glare.1,Glare.2,Glare.3,BH.W,BH.F,BH.WF,BH.FW,BH.2F1W,BH.B,BH.BW,BH.Piling,BH.P,BH.F1W,BH.M,BH.H,BH.R,platform,Group,sp.group,Transect
20120326_035 3,RHAU,42,34,9,14,5335,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 3,rhinoceros auklet,20120326_035
20120326_035 4,RHAU,0,0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5 4,rhinoceros auklet,20120326_035
20120326_035 4,UNGU,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5 4,gull,20120326_035
20120326_035 5,MAMU,2,2,0,0,5341,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,marbled murrelet,20120326_035
20120326_035 5,RHAU,8,4,1,4,5347,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 5,rhinoceros auklet,20120326_035
20120326_035 6,COMU,1,1,0,0,5349,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 6,common murre,20120326_035
20120326_035 6,RHAU,3,2,0,0,5351,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 6,rhinoceros auklet,20120326_035
20120326_035 7,RHAU,18,4,0,0,5371,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 7,rhinoceros auklet,20120326_035
20120326_035 8,RHAU,3,2,0,0,5375,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 8,rhinoceros auklet,20120326_035
20120326_035 8,UNGU,1,1,1,1,5375,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 8,gull,20120326_035
20120326_035 9,RHAU,26,9,0,0,5389,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 9,rhinoceros auklet,20120326_035
20120326_035 9,UNGU,2,2,2,2,5392,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 9,gull,20120326_035
20120326_036 1,RHAU,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 1,rhinoceros auklet,20120326_036
20120326_036 2,PIGU,2,0,0,0,5569,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 2,pigeon guillemot,20120326_036
20120326_036 3,DCCO,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 3,double-crested cormorant,20120326_036
20120326_036 4,PIGU,1,1,0,0,5590,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 4,pigeon guillemot,20120326_036
20120326_036 5,PIGU,1,0,1,0,5608,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 5,pigeon guillemot,20120326_036
20120326_037 1,UBWG,0,1,1,1,5241,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7 1,gull,20120326_037
20120326_037 2,PIGU,1,0,0,0,5721,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 2,pigeon guillemot,20120326_037
20120326_037 2,RHAU,1,0,0,0,5721,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 2,rhinoceros auklet,20120326_037
20120326_038 1,COLO,1,1,1,0,5816,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 1,common loon,20120326_038
20120326_038 2,RHAU,3,3,3,3,5894,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 2,rhinoceros auklet,20120326_038
20120326_038 4,RHAU,2,2,0,2,5933,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8 4,rhinoceros auklet,20120326_038
20120326_039 1,RHAU,2,0,1,0,5939,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 1,rhinoceros auklet,20120326_039
20120326_039 10,MAMU,2,2,2,0,6044,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,marbled murrelet,20120326_039
20120326_039 10,RHAU,5,5,4,4,6045,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,rhinoceros auklet,20120326_039
20120326_039 11,UNGU,1,0,0,3,6054,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,gull,20120326_039
20120326_039 12,MAMU,2,0,2,2,6055,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,marbled murrelet,20120326_039
20120326_039 12,RHAU,5,4,1,1,6059,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,rhinoceros auklet,20120326_039
20120326_039 13,UNGU,3,0,0,1,6059,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,gull,20120326_039
20120326_039 14,MAMU,1,0,0,0,6074,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,marbled murrelet,20120326_039
20120326_039 14,RHAU,4,1,1,1,6082,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,rhinoceros auklet,20120326_039
20120326_039 15,RBME,1,0,0,0,6084,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,red-breasted merganser,20120326_039
20120326_039 16,MAMU,0,1,0,0,5738,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,marbled murrelet,20120326_039
20120326_039 16,RHAU,8,3,3,0,6104,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,rhinoceros auklet,20120326_039
20120326_039 2,RHAU,3,3,0,3,5945,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 2,rhinoceros auklet,20120326_039
20120326_039 3,RHAU,6,6,4,2,5955,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 3,rhinoceros auklet,20120326_039
20120326_039 4,COMU,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 4,common murre,20120326_039
20120326_039 4,PIGU,1,1,1,0,5957,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 4,pigeon guillemot,20120326_039
20120326_039 5,RHAU,2,0,0,0,5979,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 5,rhinoceros auklet,20120326_039
20120326_039 6,RHAU,6,6,3,3,5992,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 6,rhinoceros auklet,20120326_039
20120326_039 7,RHAU,5,3,0,0,6016,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 7,rhinoceros auklet,20120326_039
20120326_039 7,UNGU,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9 7,gull,20120326_039
20120326_039 8,MAMU,10,6,6,2,6040,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 8,marbled murrelet,20120326_039
20120326_039 8,RHAU,8,8,3,3,6035,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 8,rhinoceros auklet,20120326_039
20120326_039 9,PIGU,1,0,0,0,6040,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9 9,pigeon guillemot,20120326_039
20120326_040 1,RHAU,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0 1,rhinoceros auklet,20120326_040
20120326_040 10,RHAU,6,3,0,0,6206,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,rhinoceros auklet,20120326_040
20120326_040 10,UNGU,1,1,1,0,6205,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,gull,20120326_040
20120326_040 11,COMU,1,1,0,0,6217,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,common murre,20120326_040
20120326_040 11,RHAU,7,7,7,7,6217,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,rhinoceros auklet,20120326_040
20120326_040 12,DCCO,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,double-crested cormorant,20120326_040
20120326_040 13,RHAU,2,2,0,0,6231,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,rhinoceros auklet,20120326_040
20120326_040 14,PIGU,1,0,0,0,6268,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,pigeon guillemot,20120326_040
20120326_040 2,RHAU,6,4,3,4,6126,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 2,rhinoceros auklet,20120326_040
20120326_040 3,RHAU,2,2,2,2,6144,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 3,rhinoceros auklet,20120326_040
20120326_040 4,COMU,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 4,common murre,20120326_040
20120326_040 4,PIGU,1,1,1,0,6145,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 4,pigeon guillemot,20120326_040
20120326_040 5,MAMU,2,0,0,0,6147,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0 5,marbled murrelet,20120326_040
20120326_040 7,RHAU,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 7,rhinoceros auklet,20120326_040
20120326_040 8,RHAU,2,0,0,0,6161,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 8,rhinoceros auklet,20120326_040
20120326_040 8,UNGU,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 8,gull,20120326_040
20120326_040 9,RHAU,1,0,0,0,6172,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 9,rhinoceros auklet,20120326_040
20120326_041 1,PIGU,1,0,0,0,6325,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 1,pigeon guillemot,20120326_041
20120326_041 2,PECO,1,1,1,0,6343,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 2,pelagic cormorant,20120326_041
20120326_042 2,COLO,1,0,1,1,6454,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 2,common loon,20120326_042
20120326_042 3,MAMU,2,0,0,0,6459,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 3,marbled murrelet,20120326_042
20120326_042 4,MAMU,2,0,0,0,6481,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 4,marbled murrelet,20120326_042
20120326_043 1,PIGU,1,0,0,1,6633,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3 1,pigeon guillemot,20120326_043
20120326_043 2,PIGU,1,0,0,0,6710,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3 2,pigeon guillemot,20120326_043
20120326_044 1,UNGU,1,0,0,0,6734,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 1,gull,20120326_044
20120326_044 2,UNGU,1,0,0,0,6747,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 2,gull,20120326_044
20120326_044 3,UNGU,3,0,1,2,6806,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 3,gull,20120326_044
20120326_044 4,MAMU,4,0,0,4,6837,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 4,marbled murrelet,20120326_044
20120326_044 5,COMU,2,0,2,2,6841,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 5,common murre,20120326_044
20120326_045 1,RHAU,2,2,0,0,6995,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 1,rhinoceros auklet,20120326_045
20120326_045 3,RHAU,1,0,0,0,7036,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 3,rhinoceros auklet,20120326_045
20120326_046 1,SUSC,6,6,6,6,7124,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 1,surf scoter,20120326_046
20120326_046 10,UNGU,1,1,1,1,7228,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,gull,20120326_046
20120326_046 11,HOGR,1,0,0,0,7243,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,horned grebe,20120326_046
20120326_046 2,LTDU,3,0,0,0,7132,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6 2,long-tailed duck,20120326_046
20120326_046 3,LTDU,3,3,3,3,7140,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 3,long-tailed duck,20120326_046
20120326_046 4,LTDU,4,0,3,3,7145,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6 4,long-tailed duck,20120326_046
20120326_046 5,PIGU,1,0,0,1,7145,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6 5,pigeon guillemot,20120326_046
20120326_046 6,HADU,2,0,0,0,7171,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6 6,Harlequin duck,20120326_046
20120326_046 7,HOGR,1,0,0,0,7191,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 7,horned grebe,20120326_046
20120326_046 8,HADU,2,0,1,2,7194,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 8,Harlequin duck,20120326_046
20120326_046 9,BUFF,1,0,0,0,7196,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6 9,bufflehead,20120326_046
20120326_047 1,BUFF,0,0,6,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7 1,bufflehead,20120326_047
20120326_047 10,HOGR,2,0,2,0,7410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,horned grebe,20120326_047
20120326_047 11,MAMU,2,0,2,2,7413,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,marbled murrelet,20120326_047
20120326_047 12,ANMU,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,ancient murrelet,20120326_047
20120326_047 12,MAMU,2,0,2,0,7419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,marbled murrelet,20120326_047
20120326_047 2,LTDU,1,1,1,1,7271,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 2,long-tailed duck,20120326_047
20120326_047 4,LTDU,4,3,4,4,7293,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 4,long-tailed duck,20120326_047
20120326_047 5,SUSC,1,1,1,1,7309,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7 5,surf scoter,20120326_047
20120326_047 6,HOGR,1,0,0,0,7339,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7 6,horned grebe,20120326_047
20120326_047 7,HOGR,1,0,0,0,7352,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7 7,horned grebe,20120326_047
20120326_047 8,SUSC,4,0,4,4,7359,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7 8,surf scoter,20120326_047
20120326_047 9,SUSC,2,0,0,0,7364,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7 9,surf scoter,20120326_047
20120326_048 1,MAMU,2,0,0,0,7425,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8 1,marbled murrelet,20120326_048
20120326_048 2,ANMU,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8 2,ancient murrelet,20120326_048
20120326_048 2,MAMU,6,2,0,0,7458,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8 2,marbled murrelet,20120326_048
20120326_048 3,MAMU,4,0,0,0,7489,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8 3,marbled murrelet,20120326_048
20120326_048 4,UNGU,2,0,0,1,7507,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8 4,gull,20120326_048
20120326_048 5,UNGU,1,0,1,1,7533,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8 5,gull,20120326_048
20120326_048 6,ANMU,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8 6,ancient murrelet,20120326_048
20120326_048 6,MAMU,1,0,1,0,7548,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8 6,marbled murrelet,20120326_048
20120326_048 7,MAMU,4,0,4,0,7575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8 7,marbled murrelet,20120326_048
20120326_048 8,MAMU,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8 8,marbled murrelet,20120326_048
20120326_049 1,ANMU,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 1,ancient murrelet,20120326_049
20120326_049 1,MAMU,2,0,2,0,7600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 1,marbled murrelet,20120326_049
20120326_049 10,DCCO,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,double-crested cormorant,20120326_049
20120326_049 10,MAMU,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,marbled murrelet,20120326_049
20120326_049 4,ANMU,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 4,ancient murrelet,20120326_049
20120326_049 4,MAMU,2,0,2,0,7671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 4,marbled murrelet,20120326_049
20120326_049 6,ANMU,6,0,0,8,7745,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 6,ancient murrelet,20120326_049
20120326_049 6,MAMU,6,0,6,0,7744,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 6,marbled murrelet,20120326_049
20120326_049 7,DCCO,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 7,double-crested cormorant,20120326_049
20120326_049 8,RHAU,1,0,0,1,7754,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 8,rhinoceros auklet,20120326_049
20120326_050 1,RHAU,1,0,0,1,7765,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 1,rhinoceros auklet,20120326_050
20120326_050 1,UNGU,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 1,gull,20120326_050
20120326_050 2,ANMU,1,0,0,2,7781,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 2,ancient murrelet,20120326_050
20120326_050 2,MAMU,2,0,2,0,7772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 2,marbled murrelet,20120326_050
20120326_050 3,COMU,1,0,1,1,7781,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 3,common murre,20120326_050
20120326_050 4,COMU,1,0,0,1,7844,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 4,common murre,20120326_050
20120326_050 4,PIGU,1,0,0,0,7851,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0 4,pigeon guillemot,20120326_050
20120326_050 5,COMU,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 5,common murre,20120326_050
20120326_050 6,COMU,1,0,1,1,7883,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 6,common murre,20120326_050
20120326_050 7,HOGR,1,0,0,0,7931,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 7,horned grebe,20120326_050
20120326_050 7,SUSC,3,0,3,3,7929,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 7,surf scoter,20120326_050
20120326_052 2,PIGU,1,0,0,0,7974,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2 2,pigeon guillemot,20120326_052
20120326_052 3,COMU,1,0,1,1,8004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2 3,common murre,20120326_052
20120326_052 4,COMU,1,1,1,1,8019,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2 4,common murre,20120326_052
20120326_052 6,ANMU,2,0,0,4,8096,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2 6,ancient murrelet,20120326_052
20120326_052 6,MAMU,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2 6,marbled murrelet,20120326_052
20120326_053 1,GWGU,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3 1,gull,20120326_053
20120326_053 2,COMU,1,0,0,1,8114,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3 2,common murre,20120326_053
20120326_053 4,MAMU,1,0,0,0,8131,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3 4,marbled murrelet,20120326_053
20120326_053 5,MAMU,2,0,0,0,8133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3 5,marbled murrelet,20120326_053
20120326_053 6,MAMU,2,0,0,0,8138,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3 6,marbled murrelet,20120326_053
20120326_054 1,MAMU,8,0,2,2,8173,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 1,marbled murrelet,20120326_054
20120326_054 2,MAMU,2,0,2,2,8181,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 2,marbled murrelet,20120326_054
20120326_054 3,MAMU,2,0,2,2,8210,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 3,marbled murrelet,20120326_054
20120326_054 4,MAMU,2,0,2,4,8266,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 4,marbled murrelet,20120326_054
20120326_054 5,MAMU,4,0,4,4,8288,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 5,marbled murrelet,20120326_054
20120326_054 7,MAMU,3,0,3,3,8308,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 7,marbled murrelet,20120326_054
20120326_054 8,MAMU,2,0,0,0,8313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4 8,marbled murrelet,20120326_054
20120326_055 10,RNGR,1,1,0,0,8438,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,red-necked grebe,20120326_055
20120326_055 2,RNGR,1,0,0,0,8367,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5 2,red-necked grebe,20120326_055
20120326_055 3,HOGR,1,0,0,0,8380,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 3,horned grebe,20120326_055
20120326_055 3,RNGR,1,1,1,1,8379,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 3,red-necked grebe,20120326_055
20120326_055 4,LTDU,2,2,2,3,8382,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 4,long-tailed duck,20120326_055
20120326_055 4,PIGU,1,1,1,0,8382,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 4,pigeon guillemot,20120326_055
20120326_055 5,BUFF,1,0,1,0,8410,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5 5,bufflehead,20120326_055
20120326_055 6,HADU,2,2,0,0,8419,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 6,Harlequin duck,20120326_055
20120326_055 7,UNGU,20,17,19,15,8427,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 7,gull,20120326_055
20120326_055 9,RNGR,1,1,1,0,8432,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5 9,red-necked grebe,20120326_055
20120326_056 1,MAMU,2,0,2,2,8576,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6 1,marbled murrelet,20120326_056
20120326_058 1,MAMU,2,0,2,2,8778,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8 1,marbled murrelet,20120326_058
20120326_059 3,MAMU,2,0,2,2,8974,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 3,marbled murrelet,20120326_059
20120326_059 4,MAMU,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 4,marbled murrelet,20120326_059
20120326_059 5,COMU,1,0,0,1,9000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 5,common murre,20120326_059
20120326_059 5,HOGR,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 5,horned grebe,20120326_059
20120326_059 5,RNGR,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 5,red-necked grebe,20120326_059
20120326_059 6,MAMU,2,0,0,0,9013,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9 6,marbled murrelet,20120326_059
20120326_060 2,MAMU,6,0,4,0,9094,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 2,marbled murrelet,20120326_060
20120326_060 3,MAMU,7,0,0,0,9110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 3,marbled murrelet,20120326_060
20120326_060 4,MAMU,8,6,7,0,9125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 4,marbled murrelet,20120326_060
20120326_060 5,COMU,3,1,1,2,9138,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0 5,common murre,20120326_060
20120326_060 5,MAMU,4,0,4,0,9135,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0 5,marbled murrelet,20120326_060
